judul,review,rating
Aku gagal untuk mencapai puncak,"Saat pendakian, biasanya mereka akan posting foto-foto mereka yang di puncak dengan senyuman dan wajah-wajah bahagia. Yah. Aku melakukannya juga, tentu saja, dan saya tidak pernah menyerah saat mendaki gunung di malaysia. Tapi hari ini. Aku gagal untuk berkonperensi gunung merapi, yogyakarta.Gambar ini diambil dari 100 meter puncak merapi dan aku begitu dekat dengan the peak saya dapat benar-benar melihat orang-orang berjalan di sekitar kawasan puncak. Kebenaran ini. Meskipun aku menyerah setengah jalan naik karena aku sendirian pada waktu itu, tapi aku tidak. Dalam perjalanan ke atas. Aku bertemu dengan beberapa orang indonesia yang ramah pejalan kaki yang merelakanku di tenda mereka untuk cepat-cepat istirahat karena mereka melihat bahwa aku sangat lelah dan bahkan menawarkan saya minum cokelat panas sebelum berharap saya keberuntungan ketika aku pergi, semua yang di 4:30 di pagi hari. Itu adalah sesuatu yang akan tetap dengan anda selama sisa hidup anda.Dari sana. Aku pergi sendirian dan saya bertemu dengan sekelompok pendaki yang akan sugun 600 meter sebelum puncak, di pasar Bubrah checkpoint di mana anda bisa mendapatkan pemandangan matahari terbit terbaik. Itulah target yang saya tetapkan untuk diriku sendiri bagaimana lelah meskipun saya, untuk mencapai pasar Bubrah dan yang itu. My memperjinak point.jadi ketika aku mencapai pasar Bubrah. Aku memandang puncak yang berada dalam tampilan penuh dan aku berkata pada diriku sendiri, ""aku tiba di sini untuk melakukan hal ini, mari kita tidak meninggalkan penyesalan ."" Pemanggilan yang enegry yang aku tidak pernah tahu aku di saya. Aku mengambil tas saya, menjabat tangan para pendaki dan melanjutkan berorangan.Terakhir 600m di atas puncak adalah neraka. Ini gf (gunung pasir dan batu) dan untuk setiap langkah yang saya ambil. Aku mrosot setengah langkah. Rasanya seperti anda tidak bergerak meskipun anda mencoba yang sangat baik. Akhirnya, sekitar 100m dari peak dan banyak upaya untuk terus berjalan. Aku berhenti.Saya memutuskan bahwa saya akan hidup untuk bertarung di kemudian hari. Aku tidak takut untuk mengakui bahwa ada air mata di mataku ketika aku duduk sendirian memandangi puncak yang aku gagal untuk berkonperensi, tetapi kemudian saya menyadari bahwa saya tidak benar-benar tenang, tetapi dalam kenyataan. Aku mendorong diriku cara di atas batas bahwa saya telah membuat untuk diriku sendiri, meskipun semua hal yang saya pergi melalui.Saya senang bahwa saya menemukan benar-benar baik pejalan kaki sepanjang jalan yang membuat saya pergi. Aku bahagia aku memberikan semuanya dan meninggalkan apa-apa untuk kausesali tentang. Aku senang bahwa aku akan suatu hari akan di sini lagi dan kota yogyakarta berkonperensi ke merapi, yang akan membuatnya lebih bermakna.Ini adalah puncak pertama bahwa aku tidak ingin berkonperensi dalamhidupku dan rendah hati saya. Itu benar-benar rendah hati saya banyak.",5
Aku gagal untuk mencapai puncak,"Saat pendakian, biasanya mereka akan posting foto-foto mereka yang di puncak dengan senyuman dan wajah-wajah bahagia. Yah. Aku melakukannya juga, tentu saja, dan saya tidak pernah menyerah saat mendaki gunung di malaysia. Tapi hari ini. Aku gagal untuk berkonperensi gunung merapi, yogyakarta.Gambar ini diambil dari 100 meter puncak merapi dan aku begitu dekat dengan the peak saya dapat benar-benar melihat orang-orang berjalan di sekitar kawasan puncak. Kebenaran ini. Meskipun aku menyerah setengah jalan naik karena aku sendirian pada waktu itu, tapi aku tidak. Dalam perjalanan ke atas. Aku bertemu dengan beberapa orang indonesia yang ramah pejalan kaki yang merelakanku di tenda mereka untuk cepat-cepat istirahat karena mereka melihat bahwa aku sangat lelah dan bahkan menawarkan saya minum cokelat panas sebelum berharap saya keberuntungan ketika aku pergi, semua yang di 4:30 di pagi hari. Itu adalah sesuatu yang akan tetap dengan anda selama sisa hidup anda.Dari sana. Aku pergi sendirian dan saya bertemu dengan sekelompok pendaki yang akan sugun 600 meter sebelum puncak, di pasar Bubrah checkpoint di mana anda bisa mendapatkan pemandangan matahari terbit terbaik. Itulah target yang saya tetapkan untuk diriku sendiri bagaimana lelah meskipun saya, untuk mencapai pasar Bubrah dan yang itu. My memperjinak point.jadi ketika aku mencapai pasar Bubrah. Aku memandang puncak yang berada dalam tampilan penuh dan aku berkata pada diriku sendiri, ""aku tiba di sini untuk melakukan hal ini, mari kita tidak meninggalkan penyesalan ."" Pemanggilan yang enegry yang aku tidak pernah tahu aku di saya. Aku mengambil tas saya, menjabat tangan para pendaki dan melanjutkan berorangan.Terakhir 600m di atas puncak adalah neraka. Ini gf (gunung pasir dan batu) dan untuk setiap langkah yang saya ambil. Aku mrosot setengah langkah. Rasanya seperti anda tidak bergerak meskipun anda mencoba yang sangat baik. Akhirnya, sekitar 100m dari peak dan banyak upaya untuk terus berjalan. Aku berhenti.Saya memutuskan bahwa saya akan hidup untuk bertarung di kemudian hari. Aku tidak takut untuk mengakui bahwa ada air mata di mataku ketika aku duduk sendirian memandangi puncak yang aku gagal untuk berkonperensi, tetapi kemudian saya menyadari bahwa saya tidak benar-benar tenang, tetapi dalam kenyataan. Aku mendorong diriku cara di atas batas bahwa saya telah membuat untuk diriku sendiri, meskipun semua hal yang saya pergi melalui.Saya senang bahwa saya menemukan benar-benar baik pejalan kaki sepanjang jalan yang membuat saya pergi. Aku bahagia aku memberikan semuanya dan meninggalkan apa-apa untuk kausesali tentang. Aku senang bahwa aku akan suatu hari akan di sini lagi dan kota yogyakarta berkonperensi ke merapi, yang akan membuatnya lebih bermakna.Ini adalah puncak pertama bahwa aku tidak ingin berkonperensi dalamhidupku dan rendah hati saya. Itu benar-benar rendah hati saya banyak.",5
Bersenang-senang tur jipnya,"Ada 2 cara untuk mendapatkan ke gunung merapi di: dengan trekking atau oleh sebuah jip. Ada 3 pilihan untuk jipnya tur, tur 1 jam dari terpendek 4 jam tur yang paling. Kami memutuskan untuk memiliki satu jam karena kita mungkin ingin memiliki 70 tahun lebih. Ini akan menjadi perjalanan yang sulit jika ini adalah perjalanan panjang dan jalan sangat kasar. Ini bisa sangat menyenangkan tetapi melelahkan dari yang muda untuk beberapa orang-orang yang lewat. Satu jam perjalanan termasuk museum, rumah sisa kehancuran yang memamerkan 2010 dan point untuk mengambil foto dari puncak gunung. Aku tidak bisa membayangkan orang-orang yang tinggal di dekat gunung berapi aktif sehingga. Ini hal yang sangat menakutkan bagi saya. Sopir jeep sangat ramah dan menjelaskan banyak hal tur di sepanjang.",5
Bersenang-senang tur jipnya,"Ada 2 cara untuk mendapatkan ke gunung merapi di: dengan trekking atau oleh sebuah jip. Ada 3 pilihan untuk jipnya tur, tur 1 jam dari terpendek 4 jam tur yang paling. Kami memutuskan untuk memiliki satu jam karena kita mungkin ingin memiliki 70 tahun lebih. Ini akan menjadi perjalanan yang sulit jika ini adalah perjalanan panjang dan jalan sangat kasar. Ini bisa sangat menyenangkan tetapi melelahkan dari yang muda untuk beberapa orang-orang yang lewat. Satu jam perjalanan termasuk museum, rumah sisa kehancuran yang memamerkan 2010 dan point untuk mengambil foto dari puncak gunung. Aku tidak bisa membayangkan orang-orang yang tinggal di dekat gunung berapi aktif sehingga. Ini hal yang sangat menakutkan bagi saya. Sopir jeep sangat ramah dan menjelaskan banyak hal tur di sepanjang.",5
apa-apa untuk melihat di sini...,"apa-apa untuk melihat di sini...sangat sangat nyaman...Namun jika anda ingin membunuh waktu, anda dapat pergi ke sana...",2
apa-apa untuk melihat di sini...,"apa-apa untuk melihat di sini...sangat sangat nyaman...Namun jika anda ingin membunuh waktu, anda dapat pergi ke sana...",2
Apa pengalaman! <3,Ini adalah pengalaman yang sama sekali berbeda yang dapat anda nikmati. Pertama-tama saya ingin memperingatkan anda bahwa perjalanan ini adalah benar-benar kasar dan mahal jadi tidak cocok untuk orang-orang tua atau jika anda memiliki sakit punggung atau leher. Sopir anda akan menjatuhkan anda di mana anda dapat mengambil sebuah jip yang akan menjemput anda ke puncak gunung dan akan membawa anda melalui jalan-jalan yang kasar.Di jalan kami mengunjungi museum dan rumah yang menampilkan kehancuran letusan 2010 ini.,5
Apa pengalaman! <3,Ini adalah pengalaman yang sama sekali berbeda yang dapat anda nikmati. Pertama-tama saya ingin memperingatkan anda bahwa perjalanan ini adalah benar-benar kasar dan mahal jadi tidak cocok untuk orang-orang tua atau jika anda memiliki sakit punggung atau leher. Sopir anda akan menjatuhkan anda di mana anda dapat mengambil sebuah jip yang akan menjemput anda ke puncak gunung dan akan membawa anda melalui jalan-jalan yang kasar.Di jalan kami mengunjungi museum dan rumah yang menampilkan kehancuran letusan 2010 ini.,5
Menakjubkan!,"Kami memesan sebuah tur jipnya pada saat matahari terbit untuk mengunjungi gunung berapi yang megah ini - benar-benar layak untuk tinggal! Kami juga mengunjungi museum dan rumah yang menampilkan kehancuran letusan 2010 ini. sangat layak untuk dikunjungi! Saya hanya umpan balik adalah yang ada di t-shirt yang mereka punya untuk. Suvenir tidak banyak memiliki ukuran dan penjual menyebutkan itu karena mereka belum punya replenihed saham mereka, yang merupakan mengecewakan.",5
Menakjubkan!,"Kami memesan sebuah tur jipnya pada saat matahari terbit untuk mengunjungi gunung berapi yang megah ini - benar-benar layak untuk tinggal! Kami juga mengunjungi museum dan rumah yang menampilkan kehancuran letusan 2010 ini. sangat layak untuk dikunjungi! Saya hanya umpan balik adalah yang ada di t-shirt yang mereka punya untuk. Suvenir tidak banyak memiliki ukuran dan penjual menyebutkan itu karena mereka belum punya replenihed saham mereka, yang merupakan mengecewakan.",5
Pandangan yang megah,"Hal pertama yang pertama, anda perlu untuk pergi ke gunung merapi sangat awal di pagi hari. Kita mulai dari tempat kita berada dan menginap di 5 mencapai tempat ini dari tempat jipnya telah diatur oleh pemandu kami, Supy. Akhirnya, kami berada di melihat titik di kaki gunung di sekitar 6 jam. Gunung ini berada dalam urutan penuh - tidak setitik awan kecil di sekitar. Setelah 30 menit di sekitar sangat dianjurkan, kami kembali melalui sebuah museum kecil di mana mereka memiliki foto-foto yang menarik dan beberapa item yang tidak terpengaruh oleh erupsi 2010 terbaru di, yang membunuh sekitar 200 orang bahagia. Secara keseluruhan, kunjungan yang sangat menarik.",5
Pandangan yang megah,"Hal pertama yang pertama, anda perlu untuk pergi ke gunung merapi sangat awal di pagi hari. Kita mulai dari tempat kita berada dan menginap di 5 mencapai tempat ini dari tempat jipnya telah diatur oleh pemandu kami, Supy. Akhirnya, kami berada di melihat titik di kaki gunung di sekitar 6 jam. Gunung ini berada dalam urutan penuh - tidak setitik awan kecil di sekitar. Setelah 30 menit di sekitar sangat dianjurkan, kami kembali melalui sebuah museum kecil di mana mereka memiliki foto-foto yang menarik dan beberapa item yang tidak terpengaruh oleh erupsi 2010 terbaru di, yang membunuh sekitar 200 orang bahagia. Secara keseluruhan, kunjungan yang sangat menarik.",5
Gunakan jeqp!,"Kami mengambil jeep di sekitar dan pergi ke gunung berapi. Ada beberapa kamar dengan jeqp arpund dan untuk menunjukkan kepada kita semua. Perhentian pertama adalah sebuah museum untuk menunjukkan sisa-sisa letusan gunung berapi di 2010. Itu luar biasa untuk melihat semua itu dan ada juga foto untuk menunjukkan apa yang terjadi. Setelah itu jeqp juga membawa kami ke lokasi dekat gunung berapi untuk beberapa benar-benar hebat foto peluang.Untuk wisatawan dengan leher atau masalah punggung, coba untuk tidak mengambil jeep ketika sehior bertonjol karena menyetir hari road dan air. Jika tidak, itu adalah perjalanan yang menyenangkan untuk melihat dan memahami bagaimana ketuahan kami di singapura.",5
Gunakan jeqp!,"Kami mengambil jeep di sekitar dan pergi ke gunung berapi. Ada beberapa kamar dengan jeqp arpund dan untuk menunjukkan kepada kita semua. Perhentian pertama adalah sebuah museum untuk menunjukkan sisa-sisa letusan gunung berapi di 2010. Itu luar biasa untuk melihat semua itu dan ada juga foto untuk menunjukkan apa yang terjadi. Setelah itu jeqp juga membawa kami ke lokasi dekat gunung berapi untuk beberapa benar-benar hebat foto peluang.Untuk wisatawan dengan leher atau masalah punggung, coba untuk tidak mengambil jeep ketika sehior bertonjol karena menyetir hari road dan air. Jika tidak, itu adalah perjalanan yang menyenangkan untuk melihat dan memahami bagaimana ketuahan kami di singapura.",5
Hal yang paling berkesan perjalanan saya dari jogja,Pemandangan menakjubkan dan cerita tentang 2010 dukacerita memberi anda perasaan campur aduk. Ini adalah tempat terbaik untuk melakukan tur matahari terbit dan itu lokasi jipnya berjarak kira-kira 45 menit jauh dari kota.,5
Hal yang paling berkesan perjalanan saya dari jogja,Pemandangan menakjubkan dan cerita tentang 2010 dukacerita memberi anda perasaan campur aduk. Ini adalah tempat terbaik untuk melakukan tur matahari terbit dan itu lokasi jipnya berjarak kira-kira 45 menit jauh dari kota.,5
Hari besar keluar,Tempat ini layak mengunjungi tempat ini untuk melihat tangan pertama yang dapat menyebabkan kerusakan di gunung berapi. Mengambil sebuah jip naik ke tanah lava dan melihat rumah-rumah yang rusak akibat sisa-sisa letusan. Anda juga akan belajar tentang sejarah kawasan ini. Biaya sekitar $27 jip kami tapi dapat membawa tiga orang dewasa.,4
Hari besar keluar,Tempat ini layak mengunjungi tempat ini untuk melihat tangan pertama yang dapat menyebabkan kerusakan di gunung berapi. Mengambil sebuah jip naik ke tanah lava dan melihat rumah-rumah yang rusak akibat sisa-sisa letusan. Anda juga akan belajar tentang sejarah kawasan ini. Biaya sekitar $27 jip kami tapi dapat membawa tiga orang dewasa.,4
Gunung berapi aktif ini sangat lembut,"Setelah menyewa seorang sopir untuk hari 4, kami mengunjungi gunung merapi sebagai bagian dari kami hari perjalanan. Puncak tur ini adalah 1 1/2 jam naik ke gunung berapi jipnya... aku akan kembali sangat kasar memperkuda, tetapi banyak menyenangkan dan membuat banyak berhenti jip, di mana terdapat pemandangan dan kesempatan foto. Biaya adalah wajar dan semua dalam semua, kami telah sangat menyenangkan. Hanya satu hal yang saya harus menyebutkan adalah untuk berhenti di luar selama musim hujan jika mungkin. Kami membuat perjalanan ini selama di hotel ini musim hujan dan punya beberapa hujan hampir setiap hari, termasuk perjalanan ke gunung berapi.Juga. Saya harus menyebutkan bahwa jip tidak membawa anda ke kawah - Itu akan sangat tidak disarankan mengingat fakta bahwa gunung berapi ini masih aktif - tapi anda mendapatkan 4 kmfrom tentang puncak dan disuguhi pemandangan yang menakjubkan. Jika anda ingin mengambil gambar yang bagus dari seluruh gunung berapi yang singgah ke sisi sebuah jalan di perjalanan anda di sana untuk mengambil foto dari kejauhan. Setelah anda berada di gunung berapi itu sendiri, anda tidak bisa mendapatkan foto keseluruhan.",5
Gunung berapi aktif ini sangat lembut,"Setelah menyewa seorang sopir untuk hari 4, kami mengunjungi gunung merapi sebagai bagian dari kami hari perjalanan. Puncak tur ini adalah 1 1/2 jam naik ke gunung berapi jipnya... aku akan kembali sangat kasar memperkuda, tetapi banyak menyenangkan dan membuat banyak berhenti jip, di mana terdapat pemandangan dan kesempatan foto. Biaya adalah wajar dan semua dalam semua, kami telah sangat menyenangkan. Hanya satu hal yang saya harus menyebutkan adalah untuk berhenti di luar selama musim hujan jika mungkin. Kami membuat perjalanan ini selama di hotel ini musim hujan dan punya beberapa hujan hampir setiap hari, termasuk perjalanan ke gunung berapi.Juga. Saya harus menyebutkan bahwa jip tidak membawa anda ke kawah - Itu akan sangat tidak disarankan mengingat fakta bahwa gunung berapi ini masih aktif - tapi anda mendapatkan 4 kmfrom tentang puncak dan disuguhi pemandangan yang menakjubkan. Jika anda ingin mengambil gambar yang bagus dari seluruh gunung berapi yang singgah ke sisi sebuah jalan di perjalanan anda di sana untuk mengambil foto dari kejauhan. Setelah anda berada di gunung berapi itu sendiri, anda tidak bisa mendapatkan foto keseluruhan.",5
road,"nice perjalanan road, sedangkan di singapura kami tidak dapat menemukan, orang yang terlalu... dan cerita dari letusan tersebut sangat menakutkan... sangat baik pengalaman, ketika kami mengunjungi bah Marijan house juga melihat",5
road,"nice perjalanan road, sedangkan di singapura kami tidak dapat menemukan, orang yang terlalu... dan cerita dari letusan tersebut sangat menakutkan... sangat baik pengalaman, ketika kami mengunjungi bah Marijan house juga melihat",5
Menyenangkan Perjalanan Jipnya,"Tapi bisa naik di sebuah jip naik gunung berapi yang masih aktif dengan setiap tahun 4/6. Kami memiliki malam yang luar biasa dan menikmati pemandangan di atas. Berharap kami telah melakukan tur di pagi hari, tetapi segala sesuatu yang lain adalah besar. ",4
Menyenangkan Perjalanan Jipnya,"Tapi bisa naik di sebuah jip naik gunung berapi yang masih aktif dengan setiap tahun 4/6. Kami memiliki malam yang luar biasa dan menikmati pemandangan di atas. Berharap kami telah melakukan tur di pagi hari, tetapi segala sesuatu yang lain adalah besar. ",4
Gunung Merapi,"Kami bepergian dengan bus ke kemudian berjalan - hotel ini masih misterius. Kami mendapat pemandangan yang indah, kemudian tempat ini di atas dahan. Lain harus melihat ketika anda pergi ke jogja.",4
Gunung Merapi,"Kami bepergian dengan bus ke kemudian berjalan - hotel ini masih misterius. Kami mendapat pemandangan yang indah, kemudian tempat ini di atas dahan. Lain harus melihat ketika anda pergi ke jogja.",4
Untuk dekorasi natal,"Kami melanjutkan tur jeep. Tempat ini super menarik! Fab lokasi, jangan lewatkan tempat ini! Sopir kami sangat baik; ia membuat aksi dengan jeqp pada bertonjol road, jadi adrenalin untuk kami! ",5
Untuk dekorasi natal,"Kami melanjutkan tur jeep. Tempat ini super menarik! Fab lokasi, jangan lewatkan tempat ini! Sopir kami sangat baik; ia membuat aksi dengan jeqp pada bertonjol road, jadi adrenalin untuk kami! ",5
Bagian terbaik dari perjalanan kami!,"Sangat direkomendasikan untuk pergi untuk jeep wisata! Itu total adrenalin bagi saya dan teman saya & & kami benar-benar mencintai hotel ini!Panduan kami pergi semua jalan keluar, merekomendasikan tempat yang baik untuk mengambil foto & mengambil gambar bagi kita juga.Untuk mereka yang benar-benar ingin memiliki pengalaman seumur hidup! (: ",5
